"Time","sda_读取","sdb_读取","sdc_读取","sdd_读取","sde_读取","sdf_读取","sda_写入","sdb_写入","sdc_写入","sdd_写入","sde_写入","sdf_写入"
2026-06-12 22:09:30,0,0,0,0,0,0,0,0,0,0,88794,6830
2026-06-12 22:09:45,0,0,0,0,0,0,0,0,0,0,99403,0
2026-06-12 22:10:00,0,0,0,0,0,0,0,0,0,0,95691,5586
2026-06-12 22:10:15,0,0,0,0,0,0,0,0,0,0,152098,0
2026-06-12 22:10:30,0,0,0,0,0,0,0,0,0,0,152098,0
2026-06-12 22:10:45,0,0,0,0,0,0,0,0,0,0,94877,1946
2026-06-12 22:11:00,0,0,0,0,0,0,0,0,0,0,107042,0
2026-06-12 22:11:15,0,0,0,0,0,0,0,0,0,0,81346,5997
2026-06-12 22:11:30,0,0,0,0,0,0,0,0,0,0,96028,1212
2026-06-12 22:11:45,0,0,0,0,0,0,0,0,0,0,100864,17362
2026-06-12 22:12:00,0,0,0,0,14958,0,0,0,0,0,101568,1206
2026-06-12 22:12:15,0,0,0,0,0,0,0,0,0,0,107906,1300
2026-06-12 22:12:30,0,0,0,0,0,0,0,0,0,0,117146,9011
2026-06-12 22:12:45,0,0,0,0,0,0,0,0,0,0,74508,1213
2026-06-12 22:13:00,0,0,0,0,0,0,0,0,0,0,100489,0
2026-06-12 22:13:15,0,0,0,0,0,0,0,0,0,0,108406,8546
2026-06-12 22:13:30,0,0,0,0,0,0,0,0,0,0,144725,0
2026-06-12 22:13:45,0,0,0,0,0,0,0,0,0,0,101875,7818
2026-06-12 22:14:00,0,0,0,0,0,0,0,0,0,0,127249,0
2026-06-12 22:14:15,0,0,0,0,0,0,0,0,0,0,93976,8278
2026-06-12 22:14:30,0,0,0,0,0,0,0,0,0,0,113057,0
2026-06-12 22:14:45,0,0,0,0,0,0,0,0,0,0,86559,1216
2026-06-12 22:15:00,0,0,0,0,0,0,0,0,0,0,93935,0
2026-06-12 22:15:15,0,0,0,0,0,0,0,0,0,0,93935,0
2026-06-12 22:15:30,0,0,0,0,0,0,0,0,0,0,101281,8562
2026-06-12 22:15:45,0,0,0,0,0,0,0,0,0,0,107861,0
2026-06-12 22:16:00,0,0,0,0,0,0,0,0,0,0,95511,8061
2026-06-12 22:16:15,0,0,0,0,0,0,0,0,0,0,145545,0
2026-06-12 22:16:30,0,0,0,0,5653,0,0,0,0,0,77422,7619
2026-06-12 22:16:45,0,0,0,0,0,0,0,0,0,0,105950,0
2026-06-12 22:17:00,0,0,0,0,0,0,0,0,0,0,85873,1935
2026-06-12 22:17:15,0,0,0,0,0,0,0,0,0,0,110046,0
2026-06-12 22:17:30,0,0,0,0,0,0,0,0,0,0,97361,14153
2026-06-12 22:17:45,0,0,0,0,0,0,0,0,0,0,109500,0
2026-06-12 22:18:00,0,0,0,0,0,0,0,0,0,0,98575,8828
2026-06-12 22:18:15,0,0,0,0,0,0,0,0,0,0,114961,0
2026-06-12 22:18:30,0,0,0,0,0,0,0,0,0,0,97268,1950
2026-06-12 22:18:45,0,0,0,0,0,0,0,0,0,0,93662,0
2026-06-12 22:19:00,0,0,0,0,0,0,0,0,0,0,103020,7775
2026-06-12 22:19:15,0,0,0,0,0,0,0,0,0,0,122880,0
2026-06-12 22:19:30,0,0,0,0,0,0,0,0,0,0,122880,0
2026-06-12 22:19:45,0,0,0,0,0,0,0,0,0,0,98781,8558
2026-06-12 22:20:00,0,0,0,0,0,0,0,0,0,0,99396,0
2026-06-12 22:20:15,0,0,0,0,0,0,0,0,0,0,107564,7578
2026-06-12 22:20:30,0,0,0,0,0,0,0,0,0,0,102393,0
2026-06-12 22:20:45,0,0,0,0,0,0,0,0,0,0,88736,1950
2026-06-12 22:21:00,0,0,0,0,0,0,0,0,0,0,111411,0
2026-06-12 22:21:15,0,0,0,0,0,0,0,0,0,0,100313,8054
2026-06-12 22:21:30,0,0,0,0,0,0,0,0,0,0,117419,0
2026-06-12 22:21:45,0,0,0,0,0,0,0,0,0,0,94573,8574
2026-06-12 22:22:00,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:22:15,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:22:30,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:22:45,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:23:00,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:23:15,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:23:30,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:23:45,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:24:00,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:24:15,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:24:30,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:24:45,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:25:00,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:25:15,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:25:30,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:25:45,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:26:00,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:26:15,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:26:30,0,0,0,0,15018,0,0,0,0,0,80176,1211
2026-06-12 22:26:45,0,0,0,0,0,0,0,0,0,0,8821,527
2026-06-12 22:27:00,0,0,0,0,4366,0,0,0,0,0,335491,8248
2026-06-12 22:27:15,0,0,0,0,178737,0,0,0,0,0,340710,1290
2026-06-12 22:27:30,0,0,0,0,0,0,0,0,0,0,218453,7100
2026-06-12 22:27:45,0,0,0,0,482,0,0,0,0,0,154616,11819
2026-06-12 22:28:00,0,0,0,0,6007,0,0,0,0,0,341606,1092
2026-06-12 22:28:15,0,0,0,0,721,0,0,0,0,0,280584,13705
2026-06-12 22:28:30,0,0,0,0,13379,0,0,0,0,0,169836,1911
2026-06-12 22:28:45,0,0,0,0,483,0,0,0,0,0,147209,8944
2026-06-12 22:29:00,0,0,0,0,8738,0,0,0,0,0,117146,1911
2026-06-12 22:29:15,0,0,0,0,0,0,0,0,0,0,108413,9279
2026-06-12 22:29:30,0,0,0,0,9285,0,0,0,0,0,333164,273
2026-06-12 22:29:45,0,0,0,0,9285,0,0,0,0,0,333164,273
2026-06-12 22:30:00,0,0,0,0,488,0,0,0,0,0,363329,9034
2026-06-12 22:30:15,0,0,0,0,0,0,0,0,0,0,140902,273
2026-06-12 22:30:30,0,0,0,0,45460,0,0,0,0,0,302417,8995
2026-06-12 22:30:45,0,0,0,0,546,0,0,0,0,0,117146,273
2026-06-12 22:31:00,0,0,0,0,515,0,0,0,0,0,148402,2319
2026-06-12 22:31:15,0,0,0,0,0,0,0,0,0,0,86046,1711
2026-06-12 22:31:30,0,0,0,0,0,0,0,0,0,0,105677,9490
2026-06-12 22:31:45,0,0,0,0,0,0,0,0,0,0,97758,1092
2026-06-12 22:32:00,0,0,0,0,0,0,0,0,0,0,130289,14745
2026-06-12 22:32:15,0,0,0,0,0,0,0,0,0,0,117957,273
2026-06-12 22:32:30,0,0,0,0,0,0,0,0,0,0,79806,9495
2026-06-12 22:32:45,0,0,0,0,0,0,0,0,0,0,88426,1470
2026-06-12 22:33:00,0,0,0,0,3107,0,0,0,0,0,98393,2589
2026-06-12 22:33:15,0,0,0,0,0,0,0,0,0,0,102127,9011
2026-06-12 22:33:30,0,0,0,0,0,0,0,0,0,0,92406,1459
2026-06-12 22:33:45,0,0,0,0,0,0,0,0,0,0,107042,273
2026-06-12 22:34:00,0,0,0,0,0,0,0,0,0,0,107042,273
2026-06-12 22:34:15,0,0,0,0,0,0,0,0,0,0,109678,7972
2026-06-12 22:34:30,0,0,0,0,0,0,0,0,0,0,111419,273
2026-06-12 22:34:45,0,0,0,0,0,0,0,0,0,0,114263,10189
2026-06-12 22:35:00,0,0,0,0,0,0,0,0,0,0,119330,273
2026-06-12 22:35:15,0,0,0,0,0,0,0,0,0,0,72223,7945
2026-06-12 22:35:30,0,0,0,0,0,0,0,0,0,0,112777,273
2026-06-12 22:35:45,0,0,0,0,0,0,0,0,0,0,87685,9931
2026-06-12 22:36:00,0,0,0,0,23482,0,0,0,0,0,117957,273
2026-06-12 22:36:15,0,0,0,0,48269,0,0,0,0,0,91883,1470
2026-06-12 22:36:30,0,0,0,0,0,0,0,0,0,0,116599,1911
2026-06-12 22:36:45,0,0,0,0,0,0,0,0,0,0,122163,9754
2026-06-12 22:37:00,0,0,0,0,0,0,0,0,0,0,106769,273
2026-06-12 22:37:15,0,0,0,0,0,0,0,0,0,0,85814,14586
2026-06-12 22:37:30,0,0,0,0,819,0,0,0,0,0,338898,273
2026-06-12 22:37:45,0,0,0,0,0,0,0,0,0,0,144364,10225
2026-06-12 22:38:00,0,0,0,0,0,0,0,0,0,0,122061,273
2026-06-12 22:38:15,0,0,0,0,0,0,0,0,0,0,122061,273
2026-06-12 22:38:30,0,0,0,0,0,0,0,0,0,0,89430,1462
2026-06-12 22:38:45,0,0,0,0,0,0,0,0,0,0,109773,273
2026-06-12 22:39:00,0,0,0,0,0,0,0,0,0,0,95749,10869
2026-06-12 22:39:15,0,0,0,0,0,0,0,0,0,0,88039,1451
2026-06-12 22:39:30,0,0,0,0,10024,6683,0,0,0,0,115663,12080
2026-06-12 22:39:45,0,0,0,0,0,0,0,0,0,0,100482,4915
2026-06-12 22:40:00,0,0,0,0,0,0,0,0,0,0,107501,10458
2026-06-12 22:40:15,0,0,0,0,0,0,0,0,0,0,110053,273
2026-06-12 22:40:30,0,0,0,0,0,0,0,0,0,0,98277,2189
2026-06-12 22:40:45,0,0,0,0,0,0,0,0,0,0,1234071,0
2026-06-12 22:41:00,0,0,0,0,0,0,0,0,0,0,71395,7771
2026-06-12 22:41:15,0,0,0,0,0,0,0,0,0,0,125884,0
2026-06-12 22:41:30,0,0,0,0,0,0,0,0,0,0,92576,8770
2026-06-12 22:41:45,0,0,0,0,0,0,0,0,0,0,108134,0
2026-06-12 22:42:00,0,0,0,0,0,0,0,0,0,0,96417,1217
2026-06-12 22:42:15,0,0,0,0,0,0,0,0,0,0,98577,0
2026-06-12 22:42:30,0,0,0,0,0,0,0,0,0,0,98577,0
2026-06-12 22:42:45,0,0,0,0,0,0,0,0,0,0,95926,14534
2026-06-12 22:43:00,0,0,0,0,0,0,0,0,0,0,110319,0
2026-06-12 22:43:15,0,0,0,0,0,0,0,0,0,0,141793,8116
2026-06-12 22:43:30,0,0,0,0,4096,0,0,0,0,0,94481,0
2026-06-12 22:43:45,0,0,0,0,0,0,0,0,0,0,88902,1205
2026-06-12 22:44:00,0,0,0,0,0,0,0,0,0,0,113588,0
2026-06-12 22:44:15,0,0,0,0,8089,0,0,0,0,0,93528,8847
2026-06-12 22:44:30,0,0,0,0,0,0,0,0,0,0,98850,0
2026-06-12 22:44:45,0,0,0,0,0,0,0,0,0,0,103566,7893
2026-06-12 22:45:00,0,0,0,0,0,0,0,0,0,0,120695,0
2026-06-12 22:45:15,0,0,0,0,0,0,0,0,0,0,95833,8270
2026-06-12 22:45:30,0,0,0,0,0,0,0,0,0,0,117146,0
2026-06-12 22:45:45,0,0,0,0,0,0,0,0,0,0,92396,1213
2026-06-12 22:46:00,0,0,0,0,2731,0,0,0,0,0,115507,0
2026-06-12 22:46:15,0,0,0,0,0,0,0,0,0,0,85728,8500
2026-06-12 22:46:30,0,0,0,0,0,0,0,0,0,0,111411,0
2026-06-12 22:46:45,0,0,0,0,0,0,0,0,0,0,111411,0
2026-06-12 22:47:00,0,0,0,0,0,0,0,0,0,0,91222,7764
2026-06-12 22:47:15,0,0,0,0,0,0,0,0,0,0,114680,0
2026-06-12 22:47:30,0,0,0,0,0,0,0,0,0,0,75549,8286
2026-06-12 22:47:45,0,0,0,0,0,0,0,0,0,0,109773,0
2026-06-12 22:48:00,0,0,0,0,0,0,0,0,0,0,102722,9471
2026-06-12 22:48:15,0,0,0,0,0,0,0,0,0,0,137079,0
2026-06-12 22:48:30,0,0,0,0,0,0,0,0,0,0,100188,1706
2026-06-12 22:48:45,0,0,0,0,0,0,0,0,0,0,106230,0
2026-06-12 22:49:00,0,0,0,0,0,0,0,0,0,0,99525,8696
2026-06-12 22:49:15,0,0,0,0,0,0,0,0,0,0,106489,0
2026-06-12 22:49:30,0,0,0,0,0,0,0,0,0,0,92786,7793
2026-06-12 22:49:45,0,0,0,0,0,0,0,0,0,0,114149,0
2026-06-12 22:50:00,0,0,0,0,0,0,0,0,0,0,99778,8234
2026-06-12 22:50:15,0,0,0,0,0,0,0,0,0,0,116053,0
2026-06-12 22:50:30,0,0,0,0,0,0,0,0,0,0,93577,1215
2026-06-12 22:50:45,0,0,0,0,0,0,0,0,0,0,116865,0
2026-06-12 22:51:00,0,0,0,0,0,0,0,0,0,0,116865,0
2026-06-12 22:51:15,0,0,0,0,0,0,0,0,0,0,90140,8527
2026-06-12 22:51:30,0,0,0,0,0,0,0,0,0,0,88753,0
2026-06-12 22:51:45,0,0,0,0,0,0,0,0,0,0,95154,7768
2026-06-12 22:52:00,0,0,0,0,0,0,0,0,0,0,108127,0
2026-06-12 22:52:15,0,0,0,0,0,0,0,0,0,0,91574,1218
2026-06-12 22:52:30,0,0,0,0,0,0,0,0,0,0,131345,0
2026-06-12 22:52:45,0,0,0,0,0,0,0,0,0,0,102098,8710
2026-06-12 22:53:00,0,0,0,0,8192,0,0,0,0,0,118511,0
2026-06-12 22:53:15,0,0,0,0,0,0,0,0,0,0,92089,14374
2026-06-12 22:53:30,0,0,0,0,0,0,0,0,0,0,113050,0
2026-06-12 22:53:45,0,0,0,0,0,0,0,0,0,0,95058,8002
2026-06-12 22:54:00,0,0,0,0,0,0,0,0,0,0,99117,0
2026-06-12 22:54:15,0,0,0,0,0,0,0,0,0,0,100541,1938
2026-06-12 22:54:30,0,0,0,0,0,0,0,0,0,0,116053,0
2026-06-12 22:54:45,0,0,0,0,0,0,0,0,0,0,91785,7791
2026-06-12 22:55:00,0,0,0,0,0,0,0,0,0,0,116873,0
2026-06-12 22:55:15,0,0,0,0,0,0,0,0,0,0,116873,0
2026-06-12 22:55:30,0,0,0,0,486,0,0,0,0,0,85460,8740
2026-06-12 22:55:45,0,0,0,0,0,0,0,0,0,0,126157,0
2026-06-12 22:56:00,0,0,0,0,0,0,0,0,0,0,88018,7781
2026-06-12 22:56:15,0,0,0,0,0,0,0,0,0,0,109227,0
2026-06-12 22:56:30,0,0,0,0,0,0,0,0,0,0,92314,1938
2026-06-12 22:56:45,0,0,0,0,0,0,0,0,0,0,105138,0
2026-06-12 22:57:00,0,0,0,0,0,0,0,0,0,0,97495,8266
2026-06-12 22:57:15,0,0,0,0,0,0,0,0,0,0,111131,0

