"Time","sda_读取","sdb_读取","sdc_读取","sdd_读取","sde_读取","sdf_读取","sda_写入","sdb_写入","sdc_写入","sdd_写入","sde_写入","sdf_写入"
2026-06-12 22:08:30,0,0,0,0,0,0,0,0,0,0,16.6,0.119
2026-06-12 22:08:45,0,0,0,0,0,0,0,0,0,0,17.1,0
2026-06-12 22:09:00,0,0,0,0,0,0,0,0,0,0,13.9,0.657
2026-06-12 22:09:15,0,0,0,0,0,0,0,0,0,0,16.8,0
2026-06-12 22:09:30,0,0,0,0,0,0,0,0,0,0,13.3,0.893
2026-06-12 22:09:45,0,0,0,0,0,0,0,0,0,0,14.5,0
2026-06-12 22:10:00,0,0,0,0,0,0,0,0,0,0,13.9,0.593
2026-06-12 22:10:15,0,0,0,0,0,0,0,0,0,0,18.5,0
2026-06-12 22:10:30,0,0,0,0,0,0,0,0,0,0,18.5,0
2026-06-12 22:10:45,0,0,0,0,0,0,0,0,0,0,13.5,0.297
2026-06-12 22:11:00,0,0,0,0,0,0,0,0,0,0,14.3,0
2026-06-12 22:11:15,0,0,0,0,0,0,0,0,0,0,14.6,0.700
2026-06-12 22:11:30,0,0,0,0,0,0,0,0,0,0,12.4,0.118
2026-06-12 22:11:45,0,0,0,0,0,0,0,0,0,0,16.4,1.35
2026-06-12 22:12:00,0,0,0,0,0.294,0,0,0,0,0,13.4,0.118
2026-06-12 22:12:15,0,0,0,0,0,0,0,0,0,0,14.8,0.127
2026-06-12 22:12:30,0,0,0,0,0,0,0,0,0,0,15.8,0.933
2026-06-12 22:12:45,0,0,0,0,0,0,0,0,0,0,11.8,0.119
2026-06-12 22:13:00,0,0,0,0,0,0,0,0,0,0,14.2,0
2026-06-12 22:13:15,0,0,0,0,0,0,0,0,0,0,14.3,0.835
2026-06-12 22:13:30,0,0,0,0,0,0,0,0,0,0,16.7,0
2026-06-12 22:13:45,0,0,0,0,0,0,0,0,0,0,16.2,0.656
2026-06-12 22:14:00,0,0,0,0,0,0,0,0,0,0,17.3,0
2026-06-12 22:14:15,0,0,0,0,0,0,0,0,0,0,14.0,0.773
2026-06-12 22:14:30,0,0,0,0,0,0,0,0,0,0,15.7,0
2026-06-12 22:14:45,0,0,0,0,0,0,0,0,0,0,12.6,0.119
2026-06-12 22:15:00,0,0,0,0,0,0,0,0,0,0,15.5,0
2026-06-12 22:15:15,0,0,0,0,0,0,0,0,0,0,15.5,0
2026-06-12 22:15:30,0,0,0,0,0,0,0,0,0,0,13.4,0.836
2026-06-12 22:15:45,0,0,0,0,0,0,0,0,0,0,15,0
2026-06-12 22:16:00,0,0,0,0,0,0,0,0,0,0,12.3,0.656
2026-06-12 22:16:15,0,0,0,0,0,0,0,0,0,0,16.5,0
2026-06-12 22:16:30,0,0,0,0,0.120,0,0,0,0,0,10.1,0.600
2026-06-12 22:16:45,0,0,0,0,0,0,0,0,0,0,12.3,0
2026-06-12 22:17:00,0,0,0,0,0,0,0,0,0,0,11.9,0.354
2026-06-12 22:17:15,0,0,0,0,0,0,0,0,0,0,15.9,0
2026-06-12 22:17:30,0,0,0,0,0,0,0,0,0,0,13.6,1.79
2026-06-12 22:17:45,0,0,0,0,0,0,0,0,0,0,15.9,0
2026-06-12 22:18:00,0,0,0,0,0,0,0,0,0,0,13.7,0.838
2026-06-12 22:18:15,0,0,0,0,0,0,0,0,0,0,14.6,0
2026-06-12 22:18:30,0,0,0,0,0,0,0,0,0,0,14.6,0.298
2026-06-12 22:18:45,0,0,0,0,0,0,0,0,0,0,12.5,0
2026-06-12 22:19:00,0,0,0,0,0,0,0,0,0,0,17.4,0.653
2026-06-12 22:19:15,0,0,0,0,0,0,0,0,0,0,15.7,0
2026-06-12 22:19:30,0,0,0,0,0,0,0,0,0,0,15.7,0
2026-06-12 22:19:45,0,0,0,0,0,0,0,0,0,0,15.0,0.836
2026-06-12 22:20:00,0,0,0,0,0,0,0,0,0,0,14,0
2026-06-12 22:20:15,0,0,0,0,0,0,0,0,0,0,14.3,0.597
2026-06-12 22:20:30,0,0,0,0,0,0,0,0,0,0,15.1,0
2026-06-12 22:20:45,0,0,0,0,0,0,0,0,0,0,12.7,0.298
2026-06-12 22:21:00,0,0,0,0,0,0,0,0,0,0,16.7,0
2026-06-12 22:21:15,0,0,0,0,0,0,0,0,0,0,13.3,0.655
2026-06-12 22:21:30,0,0,0,0,0,0,0,0,0,0,16.8,0
2026-06-12 22:21:45,0,0,0,0,0,0,0,0,0,0,13.8,0.825
2026-06-12 22:22:00,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:22:15,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:22:30,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:22:45,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:23:00,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:23:15,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:23:30,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:23:45,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:24:00,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:24:15,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:24:30,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:24:45,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:25:00,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:25:15,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:25:30,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:25:45,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:26:00,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:26:15,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:26:30,0,0,0,0,0.296,0,0,0,0,0,11.8,0.118
2026-06-12 22:26:45,0,0,0,0,0,0,0,0,0,0,1.04,0.0464
2026-06-12 22:27:00,0,0,0,0,0.0592,0,0,0,0,0,40.3,0.770
2026-06-12 22:27:15,0,0,0,0,2.01,0,0,0,0,0,41.0,0.126
2026-06-12 22:27:30,0,0,0,0,0,0,0,0,0,0,36.2,0.533
2026-06-12 22:27:45,0,0,0,0,0.118,0,0,0,0,0,20.7,1.30
2026-06-12 22:28:00,0,0,0,0,0.200,0,0,0,0,0,38.3,0.133
2026-06-12 22:28:15,0,0,0,0,0.0587,0,0,0,0,0,34.6,1.70
2026-06-12 22:28:30,0,0,0,0,0.133,0,0,0,0,0,26.5,0.200
2026-06-12 22:28:45,0,0,0,0,0.118,0,0,0,0,0,20.7,0.708
2026-06-12 22:29:00,0,0,0,0,0.0667,0,0,0,0,0,18.6,0.467
2026-06-12 22:29:15,0,0,0,0,0,0,0,0,0,0,15.7,0.775
2026-06-12 22:29:30,0,0,0,0,0.200,0,0,0,0,0,39.0,0.0667
2026-06-12 22:29:45,0,0,0,0,0.200,0,0,0,0,0,39.0,0.0667
2026-06-12 22:30:00,0,0,0,0,0.119,0,0,0,0,0,38.7,0.894
2026-06-12 22:30:15,0,0,0,0,0,0,0,0,0,0,21.3,0.0667
2026-06-12 22:30:30,0,0,0,0,0.712,0,0,0,0,0,34.8,0.712
2026-06-12 22:30:45,0,0,0,0,0.0667,0,0,0,0,0,18.7,0.0667
2026-06-12 22:31:00,0,0,0,0,0.126,0,0,0,0,0,20.8,0.377
2026-06-12 22:31:15,0,0,0,0,0,0,0,0,0,0,15.0,0.179
2026-06-12 22:31:30,0,0,0,0,0,0,0,0,0,0,17.3,0.814
2026-06-12 22:31:45,0,0,0,0,0,0,0,0,0,0,14.7,0.267
2026-06-12 22:32:00,0,0,0,0,0,0,0,0,0,0,19.2,1.12
2026-06-12 22:32:15,0,0,0,0,0,0,0,0,0,0,16.7,0.0667
2026-06-12 22:32:30,0,0,0,0,0,0,0,0,0,0,11.5,0.877
2026-06-12 22:32:45,0,0,0,0,0,0,0,0,0,0,11.8,0.179
2026-06-12 22:33:00,0,0,0,0,0.0632,0,0,0,0,0,14.3,0.379
2026-06-12 22:33:15,0,0,0,0,0,0,0,0,0,0,14.5,0.867
2026-06-12 22:33:30,0,0,0,0,0,0,0,0,0,0,13.9,0.119
2026-06-12 22:33:45,0,0,0,0,0,0,0,0,0,0,16.3,0.0667
2026-06-12 22:34:00,0,0,0,0,0,0,0,0,0,0,16.3,0.0667
2026-06-12 22:34:15,0,0,0,0,0,0,0,0,0,0,17.6,0.649
2026-06-12 22:34:30,0,0,0,0,0,0,0,0,0,0,16.6,0.0667
2026-06-12 22:34:45,0,0,0,0,0,0,0,0,0,0,15.2,1.07
2026-06-12 22:35:00,0,0,0,0,0,0,0,0,0,0,19,0.0667
2026-06-12 22:35:15,0,0,0,0,0,0,0,0,0,0,12.0,0.647
2026-06-12 22:35:30,0,0,0,0,0,0,0,0,0,0,16.6,0.0667
2026-06-12 22:35:45,0,0,0,0,0,0,0,0,0,0,13.4,1.01
2026-06-12 22:36:00,0,0,0,0,0.467,0,0,0,0,0,18.8,0.0667
2026-06-12 22:36:15,0,0,0,0,0.778,0,0,0,0,0,14.1,0.120
2026-06-12 22:36:30,0,0,0,0,0,0,0,0,0,0,16.6,0.200
2026-06-12 22:36:45,0,0,0,0,0,0,0,0,0,0,17.6,0.952
2026-06-12 22:37:00,0,0,0,0,0,0,0,0,0,0,16.1,0.0667
2026-06-12 22:37:15,0,0,0,0,0,0,0,0,0,0,13.3,1.13
2026-06-12 22:37:30,0,0,0,0,0.0667,0,0,0,0,0,37.2,0.0667
2026-06-12 22:37:45,0,0,0,0,0,0,0,0,0,0,16.7,1.07
2026-06-12 22:38:00,0,0,0,0,0,0,0,0,0,0,17,0.0667
2026-06-12 22:38:15,0,0,0,0,0,0,0,0,0,0,17,0.0667
2026-06-12 22:38:30,0,0,0,0,0,0,0,0,0,0,13.0,0.119
2026-06-12 22:38:45,0,0,0,0,0,0,0,0,0,0,15.5,0.0667
2026-06-12 22:39:00,0,0,0,0,0,0,0,0,0,0,14.0,1.20
2026-06-12 22:39:15,0,0,0,0,0,0,0,0,0,0,13.1,0.177
2026-06-12 22:39:30,0,0,0,0,0.816,0.0628,0,0,0,0,17.8,0.690
2026-06-12 22:39:45,0,0,0,0,0,0,0,0,0,0,14.1,1.000
2026-06-12 22:40:00,0,0,0,0,0,0,0,0,0,0,15.0,0.950
2026-06-12 22:40:15,0,0,0,0,0,0,0,0,0,0,14.7,0.0667
2026-06-12 22:40:30,0,0,0,0,0,0,0,0,0,0,14.4,0.356
2026-06-12 22:40:45,0,0,0,0,0,0,0,0,0,0,16.9,0
2026-06-12 22:41:00,0,0,0,0,0,0,0,0,0,0,12.3,0.652
2026-06-12 22:41:15,0,0,0,0,0,0,0,0,0,0,15.7,0
2026-06-12 22:41:30,0,0,0,0,0,0,0,0,0,0,14.1,0.833
2026-06-12 22:41:45,0,0,0,0,0,0,0,0,0,0,13.6,0
2026-06-12 22:42:00,0,0,0,0,0,0,0,0,0,0,13.9,0.119
2026-06-12 22:42:15,0,0,0,0,0,0,0,0,0,0,13.9,0
2026-06-12 22:42:30,0,0,0,0,0,0,0,0,0,0,13.9,0
2026-06-12 22:42:45,0,0,0,0,0,0,0,0,0,0,13.0,1.18
2026-06-12 22:43:00,0,0,0,0,0,0,0,0,0,0,16.6,0
2026-06-12 22:43:15,0,0,0,0,0,0,0,0,0,0,16.0,0.758
2026-06-12 22:43:30,0,0,0,0,0.0667,0,0,0,0,0,15.3,0
2026-06-12 22:43:45,0,0,0,0,0,0,0,0,0,0,13.9,0.118
2026-06-12 22:44:00,0,0,0,0,0,0,0,0,0,0,15.6,0
2026-06-12 22:44:15,0,0,0,0,0.0617,0,0,0,0,0,13.8,0.864
2026-06-12 22:44:30,0,0,0,0,0,0,0,0,0,0,13.8,0
2026-06-12 22:44:45,0,0,0,0,0,0,0,0,0,0,16,0.701
2026-06-12 22:45:00,0,0,0,0,0,0,0,0,0,0,16.3,0
2026-06-12 22:45:15,0,0,0,0,0,0,0,0,0,0,12.9,0.772
2026-06-12 22:45:30,0,0,0,0,0,0,0,0,0,0,16.9,0
2026-06-12 22:45:45,0,0,0,0,0,0,0,0,0,0,12.7,0.118
2026-06-12 22:46:00,0,0,0,0,0.0667,0,0,0,0,0,16.5,0
2026-06-12 22:46:15,0,0,0,0,0,0,0,0,0,0,12.3,0.830
2026-06-12 22:46:30,0,0,0,0,0,0,0,0,0,0,15.2,0
2026-06-12 22:46:45,0,0,0,0,0,0,0,0,0,0,15.2,0
2026-06-12 22:47:00,0,0,0,0,0,0,0,0,0,0,13.6,0.652
2026-06-12 22:47:15,0,0,0,0,0,0,0,0,0,0,15.1,0
2026-06-12 22:47:30,0,0,0,0,0,0,0,0,0,0,12.8,0.773
2026-06-12 22:47:45,0,0,0,0,0,0,0,0,0,0,15.3,0
2026-06-12 22:48:00,0,0,0,0,0,0,0,0,0,0,13.9,1.01
2026-06-12 22:48:15,0,0,0,0,0,0,0,0,0,0,17.3,0
2026-06-12 22:48:30,0,0,0,0,0,0,0,0,0,0,13.2,0.238
2026-06-12 22:48:45,0,0,0,0,0,0,0,0,0,0,14.5,0
2026-06-12 22:49:00,0,0,0,0,0,0,0,0,0,0,14.7,0.826
2026-06-12 22:49:15,0,0,0,0,0,0,0,0,0,0,14.9,0
2026-06-12 22:49:30,0,0,0,0,0,0,0,0,0,0,13.6,0.654
2026-06-12 22:49:45,0,0,0,0,0,0,0,0,0,0,15.9,0
2026-06-12 22:50:00,0,0,0,0,0,0,0,0,0,0,15.7,0.769
2026-06-12 22:50:15,0,0,0,0,0,0,0,0,0,0,15.6,0
2026-06-12 22:50:30,0,0,0,0,0,0,0,0,0,0,13.8,0.119
2026-06-12 22:50:45,0,0,0,0,0,0,0,0,0,0,16.0,0
2026-06-12 22:51:00,0,0,0,0,0,0,0,0,0,0,16.0,0
2026-06-12 22:51:15,0,0,0,0,0,0,0,0,0,0,13.3,0.833
2026-06-12 22:51:30,0,0,0,0,0,0,0,0,0,0,14.4,0
2026-06-12 22:51:45,0,0,0,0,0,0,0,0,0,0,13.4,0.652
2026-06-12 22:52:00,0,0,0,0,0,0,0,0,0,0,14.7,0
2026-06-12 22:52:15,0,0,0,0,0,0,0,0,0,0,14.1,0.119
2026-06-12 22:52:30,0,0,0,0,0,0,0,0,0,0,15.7,0
2026-06-12 22:52:45,0,0,0,0,0,0,0,0,0,0,15.7,0.827
2026-06-12 22:53:00,0,0,0,0,0.133,0,0,0,0,0,14.8,0
2026-06-12 22:53:15,0,0,0,0,0,0,0,0,0,0,13.7,1.13
2026-06-12 22:53:30,0,0,0,0,0,0,0,0,0,0,16.1,0
2026-06-12 22:53:45,0,0,0,0,0,0,0,0,0,0,13.7,0.710
2026-06-12 22:54:00,0,0,0,0,0,0,0,0,0,0,14.3,0
2026-06-12 22:54:15,0,0,0,0,0,0,0,0,0,0,14.3,0.296
2026-06-12 22:54:30,0,0,0,0,0,0,0,0,0,0,15.5,0
2026-06-12 22:54:45,0,0,0,0,0,0,0,0,0,0,13.4,0.654
2026-06-12 22:55:00,0,0,0,0,0,0,0,0,0,0,15.3,0
2026-06-12 22:55:15,0,0,0,0,0,0,0,0,0,0,15.3,0
2026-06-12 22:55:30,0,0,0,0,0.0593,0,0,0,0,0,15.1,0.771
2026-06-12 22:55:45,0,0,0,0,0,0,0,0,0,0,18.6,0
2026-06-12 22:56:00,0,0,0,0,0,0,0,0,0,0,12.5,0.534
2026-06-12 22:56:15,0,0,0,0,0,0,0,0,0,0,14,0
2026-06-12 22:56:30,0,0,0,0,0,0,0,0,0,0,10.4,0.296
2026-06-12 22:56:45,0,0,0,0,0,0,0,0,0,0,12.7,0
2026-06-12 22:57:00,0,0,0,0,0,0,0,0,0,0,11.8,0.653
2026-06-12 22:57:15,0,0,0,0,0,0,0,0,0,0,15.5,0

